from;to;week;year;passengers
DE;BA;5;2016;210
DE;BA;6;2016;210
DE;BA;7;2016;210
DE;BA;8;2016;210
DE;BA;9;2016;210
DE;BA;10;2016;210
DE;BA;11;2016;210
DE;BA;12;2016;210
DE;BA;13;2016;210
DE;BA;14;2016;210
DE;BA;15;2016;210
DE;BA;16;2016;210
DE;BA;17;2016;210
DE;BA;18;2016;210
DE;BA;19;2016;210
DE;BA;20;2016;210
DE;BA;21;2016;210
DE;BA;22;2016;210
DE;BA;23;2016;210
DE;BA;24;2016;210
DE;BA;25;2016;210
DE;BA;26;2016;210
DE;BA;27;2016;210
DE;BA;28;2016;210
DE;BA;29;2016;210
DE;BA;30;2016;210
DE;BA;31;2016;210
DE;BA;32;2016;210
DE;BA;33;2016;210
DE;BA;34;2016;210
DE;BA;35;2016;210
DE;BA;36;2016;210
DE;BA;37;2016;210
DE;BA;38;2016;210
DE;BA;39;2016;210
DE;BA;40;2016;210
DE;BA;41;2016;210
DE;BA;42;2016;210
DE;BA;43;2016;210
DE;BA;44;2016;210
DE;BA;45;2016;210
DE;BA;46;2016;210
DE;BA;47;2016;210
DE;BA;48;2016;210
DE;BA;49;2016;210
DE;BA;50;2016;210
DE;BA;51;2016;210
DE;BA;52;2016;210
DE;BB;1;2016;0
DE;BB;2;2016;0
DE;BB;3;2016;0
DE;BB;4;2016;0
DE;BB;5;2016;0
DE;BB;6;2016;0
DE;BB;7;2016;0
DE;BB;8;2016;0
DE;BB;9;2016;0
DE;BB;10;2016;0
DE;BB;11;2016;0
DE;BB;12;2016;0
DE;BB;13;2016;0
DE;BB;14;2016;0
DE;BB;15;2016;0
DE;BB;16;2016;0
DE;BB;17;2016;0
DE;BB;18;2016;0
DE;BB;19;2016;0
DE;BB;20;2016;0
DE;BB;21;2016;0
DE;BB;22;2016;0
DE;BB;23;2016;0
DE;BB;24;2016;0
DE;BB;25;2016;0
DE;BB;26;2016;0
DE;BB;27;2016;0
DE;BB;28;2016;0
DE;BB;29;2016;0
DE;BB;30;2016;0
DE;BB;31;2016;0
DE;BB;32;2016;0
DE;BB;33;2016;0
DE;BB;34;2016;0
DE;BB;35;2016;0
DE;BB;36;2016;0
DE;BB;37;2016;0
DE;BB;38;2016;0
DE;BB;39;2016;0
DE;BB;40;2016;0
DE;BB;41;2016;0
DE;BB;42;2016;0
DE;BB;43;2016;0
DE;BB;44;2016;0
DE;BB;45;2016;0
DE;BB;46;2016;0
DE;BB;47;2016;0
DE;BB;48;2016;0
DE;BB;49;2016;0
DE;BB;50;2016;0
DE;BB;51;2016;0
DE;BB;52;2016;0
DE;BD;1;2016;0
DE;BD;2;2016;0
DE;BD;3;2016;0
DE;BD;4;2016;0
DE;BD;5;2016;0
DE;BD;6;2016;0
DE;BD;7;2016;0
DE;BD;8;2016;0
DE;BD;9;2016;0
DE;BD;10;2016;0
DE;BD;11;2016;0
DE;BD;12;2016;0
DE;BD;13;2016;0
DE;BD;14;2016;0
DE;BD;15;2016;0
DE;BD;16;2016;0
DE;BD;17;2016;0
DE;BD;18;2016;0
DE;BD;19;2016;0
DE;BD;20;2016;0
DE;BD;21;2016;0
DE;BD;22;2016;0
DE;BD;23;2016;0
DE;BD;24;2016;0
DE;BD;25;2016;0
DE;BD;26;2016;0
DE;BD;27;2016;0
DE;BD;28;2016;0
DE;BD;29;2016;0
DE;BD;30;2016;0
DE;BD;31;2016;0
DE;BD;32;2016;0
DE;BD;33;2016;0
DE;BD;34;2016;0
DE;BD;35;2016;0
DE;BD;36;2016;0
